Event ID,Paragraph ID,Article ID,Head labels,Relation label,Tail labels,Head text,Relation text,Tail text,Sentence text,Group_relation_label
782,174,15,risk factor,CAUSES,condition,a 70 to 80% lifetime risk of developing colorectal cancer,leads to,colorectal cancer,a 70 to 80% lifetime risk of developing colorectal cancer leads to colorectal cancer,CAUSES
783,175,15,"condition, genetic disorder",CAUSES,"condition, age-related characteristic",Lynch syndrome,occurs at a younger age,mid 40s,Lynch syndrome occurs at a younger age mid 40s,CAUSES
784,175,15,"condition, genetic disorder",CAUSES,"condition, anatomical characteristic",Lynch syndrome,is more likely to be proximal to,the splenic flexure,Lynch syndrome is more likely to be proximal to the splenic flexure,CAUSES
785,175,15,"condition, genetic disorder",CAUSES,"condition, precursor lesion",Lynch syndrome,precursor lesion is usually,a single colonic adenoma,Lynch syndrome precursor lesion is usually a single colonic adenoma,CAUSES
786,175,15,"condition, genetic disorder",CAUSES,"condition, precursor lesion",familial adenomatous polyposis,precursor lesion is usually,multiple adenomas,familial adenomatous polyposis precursor lesion is usually multiple adenomas,CAUSES
787,175,15,"condition, genetic disorder",AND,"condition, hereditary form of CRC",Lynch syndrome,and,familial adenomatous polyposis,Lynch syndrome and familial adenomatous polyposis,AND
788,176,15,condition,IMPLIES,symptom,familial adenomatous polyposis,similar to,numerous extracolonic manifestations,familial adenomatous polyposis similar to numerous extracolonic manifestations,IMPLIES
789,176,15,condition,CAUSES,symptom,familial adenomatous polyposis,include,café-au-lait spots and sebaceous gland tumors,familial adenomatous polyposis include café-au-lait spots and sebaceous gland tumors,CAUSES
790,176,15,condition,CAUSES,condition,familial adenomatous polyposis,can cause,keratoacanthoma,familial adenomatous polyposis can cause keratoacanthoma,CAUSES
791,176,15,condition,CAUSES,condition,familial adenomatous polyposis,associated with,endometrial tumors and ovarian tumors,familial adenomatous polyposis associated with endometrial tumors and ovarian tumors,CAUSES
792,176,15,condition,RISK FACTOR,condition,familial adenomatous polyposis,elevated risk of,"cancers of the stomach, urinary tract, pancreas, biliary tree, gallbladder, small bowel, and brain","familial adenomatous polyposis elevated risk of cancers of the stomach, urinary tract, pancreas, biliary tree, gallbladder, small bowel, and brain",CAUSES
793,177,15,"condition, genetic disorder",CONFIRMS,"diagnostic test, genetic test",Lynch syndrome,is confirmed by,genetic testing,Lynch syndrome is confirmed by genetic testing,DIAGNOSIS/DETECTION
794,177,15,"condition, genetic disorder",DIFFICULT,"diagnostic test, genetic test",Lynch syndrome,deciding who to test is,genetic testing,Lynch syndrome deciding who to test is genetic testing,NEGATES
795,177,15,"condition, genetic disorder",CONTRASTS,"condition, genetic disorder",Lynch syndrome,unlike,familial adenomatous polyposis,Lynch syndrome unlike familial adenomatous polyposis,CONTRASTS
796,177,15,"condition, genetic disorder",REQUIRES,"risk factor, family history",suspicion of Lynch syndrome,requires,a detailed family history,suspicion of Lynch syndrome requires a detailed family history,THRESHOLD
797,177,15,"risk factor, family history",SHOULD BE OBTAINED IN,"condition, cancer",a detailed family history,should be obtained in,younger patients identified with colorectal cancer,a detailed family history should be obtained in younger patients identified with colorectal cancer,RECOMMENDATION
798,178,15,"condition, criteria",THRESHOLD,"condition, risk factor",Amsterdam II criteria for Lynch syndrome,requires,Three or more relatives with CRC or a Lynch syndrome–associated cancer,Amsterdam II criteria for Lynch syndrome requires Three or more relatives with CRC or a Lynch syndrome–associated cancer,THRESHOLD
799,178,15,"condition, criteria",THRESHOLD,"condition, risk factor",Amsterdam II criteria for Lynch syndrome,requires,CRC involving at least two generations,Amsterdam II criteria for Lynch syndrome requires CRC involving at least two generations,THRESHOLD
800,178,15,"condition, criteria",THRESHOLD,"condition, risk factor",Amsterdam II criteria for Lynch syndrome,requires,at least one case of CRC before age 50,Amsterdam II criteria for Lynch syndrome requires at least one case of CRC before age 50,THRESHOLD
801,179,15,"condition, test",IMPLIES,test,tumor tissue tested either for MSI or with IHC,indicates,detection of proteins responsible for DNA mismatch repair,tumor tissue tested either for MSI or with IHC indicates detection of proteins responsible for DNA mismatch repair,IMPLIES
802,179,15,condition,CAUSES,test,colorectal adenocarcinoma,requires,routine MSI or IHC testing,colorectal adenocarcinoma requires routine MSI or IHC testing,CAUSES
803,179,15,guideline,IMPLIES,test,2015 American Gastroenterological Association guidelines,recommend,tumors of all patients with CRC should be tested either with IHC or for MSI,2015 American Gastroenterological Association guidelines recommend tumors of all patients with CRC should be tested either with IHC or for MSI,IMPLIES
804,179,15,test,IMPLIES,test,MSI or IHC is positive,indicates,genetic testing (germline testing) for specific Lynch syndrome mutations,MSI or IHC is positive indicates genetic testing (germline testing) for specific Lynch syndrome mutations,IMPLIES
805,180,15,"condition, risk factor",IMPLIES,"treatment, preventive measure",Lynch syndrome,should have,surveillance colonoscopy every 1 to 2 years,Lynch syndrome should have surveillance colonoscopy every 1 to 2 years,IMPLIES
806,180,15,condition,IMPLIES,"treatment, preventive measure",confirmed Lynch syndrome,require,ongoing screening for other cancers,confirmed Lynch syndrome require ongoing screening for other cancers,IMPLIES
807,180,15,condition,IMPLIES,"treatment, preventive measure",Lynch syndrome,recommended,annual endometrial aspiration or transvaginal ultrasound for endometrial cancer,Lynch syndrome recommended annual endometrial aspiration or transvaginal ultrasound for endometrial cancer,IMPLIES
808,180,15,condition,IMPLIES,"treatment, preventive measure",Lynch syndrome,options include,annual transvaginal ultrasound and serum CA 125 levels for ovarian cancer,Lynch syndrome options include annual transvaginal ultrasound and serum CA 125 levels for ovarian cancer,IMPLIES
809,180,15,condition,IMPLIES,"treatment, preventive measure",Lynch syndrome,options include,prophylactic hysterectomy and oophorectomy,Lynch syndrome options include prophylactic hysterectomy and oophorectomy,IMPLIES
810,180,15,condition,IMPLIES,"treatment, preventive measure",Lynch syndrome,may be used to screen for,urinalysis for renal tumors,Lynch syndrome may be used to screen for urinalysis for renal tumors,IMPLIES
811,181,15,"condition, risk factor",IMPLIES,"treatment, preventive measure",First-degree relatives of patients with Lynch syndrome,should have,genetic testing,First-degree relatives of patients with Lynch syndrome should have genetic testing,IMPLIES
812,181,15,"condition, risk factor",IMPLIES,"treatment, preventive measure",First-degree relatives of patients with Lynch syndrome without genetic testing,should have,"colonoscopy every 1 to 2 years beginning in their 20s, and annually after age 40","First-degree relatives of patients with Lynch syndrome without genetic testing should have colonoscopy every 1 to 2 years beginning in their 20s, and annually after age 40",IMPLIES
813,181,15,"condition, risk factor",IMPLIES,"treatment, preventive measure",Female first-degree relatives of patients with Lynch syndrome,should be tested annually for,endometrial and ovarian cancer,Female first-degree relatives of patients with Lynch syndrome should be tested annually for endometrial and ovarian cancer,IMPLIES
814,182,15,"condition, risk factor",CAUSES,treatment,Lynch syndrome,surgical management,total abdominal colectomy with an ileorectal anastomosis,Lynch syndrome surgical management total abdominal colectomy with an ileorectal anastomosis,CAUSES
815,182,15,"condition, risk factor",CAUSES,treatment,Lynch syndrome,surgical management,segmental colectomy with close endoscopic surveillance,Lynch syndrome surgical management segmental colectomy with close endoscopic surveillance,CAUSES
816,182,15,condition,IMPLIES,risk factor,Lynch syndrome,predicted lifetime risk,second colon cancer (metachronous disease),Lynch syndrome predicted lifetime risk second colon cancer (metachronous disease),IMPLIES
817,182,15,treatment,AND,risk factor,segmental colectomy,used in,older adults or patients with comorbidities,segmental colectomy used in older adults or patients with comorbidities,AND
818,183,16,condition,CAUSES,symptom,Proctitis,may result in,rectal discomfort and bleeding,Proctitis may result in rectal discomfort and bleeding,CAUSES
819,183,16,condition,CAUSES,condition,Proctitis,is inflammation of,rectal mucosa,Proctitis is inflammation of rectal mucosa,CAUSES
820,183,16,risk factor,CAUSES,condition,infection,may result in,Proctitis,infection may result in Proctitis,CAUSES
821,183,16,risk factor,CAUSES,condition,inflammatory bowel disease,may result in,Proctitis,inflammatory bowel disease may result in Proctitis,CAUSES
822,183,16,risk factor,CAUSES,condition,radiation,may result in,Proctitis,radiation may result in Proctitis,CAUSES
823,183,16,condition,DIAGNOSED_BY,procedure,Proctitis,Diagnosis is by,proctoscopy or sigmoidoscopy,Proctitis Diagnosis is by proctoscopy or sigmoidoscopy,RECOMMENDATION
824,183,16,procedure,AND,procedure,proctoscopy,usually with,cultures and biopsy,proctoscopy usually with cultures and biopsy,AND
825,183,16,condition,TREATED_BY,treatment,Proctitis,Treatment depends on,etiology,Proctitis Treatment depends on etiology,TREATMENT
826,184,16,"condition, symptom",IMPLIES,"condition, risk factor",Proctitis,may be a manifestation of,sexually transmitted infections such as Neisseria gonorrhoeae and Chlamydia species,Proctitis may be a manifestation of sexually transmitted infections such as Neisseria gonorrhoeae and Chlamydia species,IMPLIES
827,184,16,"condition, symptom",IMPLIES,"condition, risk factor",Proctitis,may be a manifestation of,"certain enteric infections like Campylobacter, Shigella, Salmonella","Proctitis may be a manifestation of certain enteric infections like Campylobacter, Shigella, Salmonella",IMPLIES
828,184,16,"condition, symptom",IMPLIES,condition,Proctitis,may be a manifestation of,inflammatory bowel disease,Proctitis may be a manifestation of inflammatory bowel disease,IMPLIES
829,184,16,"condition, symptom",IMPLIES,treatment,Proctitis,may be a manifestation of,radiation treatments,Proctitis may be a manifestation of radiation treatments,IMPLIES
830,184,16,"condition, symptom",IMPLIES,"condition, risk factor",Proctitis associated with prior antibiotic use,may be due to,Clostridioides difficile,Proctitis associated with prior antibiotic use may be due to Clostridioides difficile,IMPLIES
831,185,16,"condition, risk factor",CAUSES,condition,Sexually transmitted pathogens,cause,proctitis,Sexually transmitted pathogens cause proctitis,CAUSES
832,185,16,condition,IMPLIES,risk factor,proctitis,more commonly among,men who have sex with men,proctitis more commonly among men who have sex with men,IMPLIES
833,185,16,condition,CAUSES,condition,monkeypox,cause,infectious proctitis,monkeypox cause infectious proctitis,CAUSES
834,185,16,"condition, risk factor",IMPLIES,risk factor,immunocompromise,are at particular risk of infections with,herpes simplex and cytomegalovirus,immunocompromise are at particular risk of infections with herpes simplex and cytomegalovirus,IMPLIES
835,186,16,"condition, symptom",IMPLIES,symptom,tenesmus,report,symptom,tenesmus report symptom,IMPLIES
836,186,16,"condition, symptom",IMPLIES,symptom,rectal bleeding,report,symptom,rectal bleeding report symptom,IMPLIES
837,186,16,"condition, symptom",IMPLIES,symptom,passage of mucus,report,symptom,passage of mucus report symptom,IMPLIES
838,186,16,condition,CAUSES,symptom,Proctitis resulting from gonorrhea,may cause,intense anorectal pain,Proctitis resulting from gonorrhea may cause intense anorectal pain,CAUSES
839,186,16,condition,CAUSES,symptom,Proctitis resulting from herpes simplex,may cause,intense anorectal pain,Proctitis resulting from herpes simplex may cause intense anorectal pain,CAUSES
840,186,16,condition,CAUSES,symptom,Proctitis resulting from cytomegalovirus,may cause,intense anorectal pain,Proctitis resulting from cytomegalovirus may cause intense anorectal pain,CAUSES
841,186,16,condition,CAUSES,symptom,Proctitis resulting from monkeypox,may cause,intense anorectal pain,Proctitis resulting from monkeypox may cause intense anorectal pain,CAUSES
842,187,16,"condition, diagnosis",REQUIRES,procedure,Diagnosis of proctitis,requires,proctoscopy or sigmoidoscopy,Diagnosis of proctitis requires proctoscopy or sigmoidoscopy,THRESHOLD
843,187,16,procedure,REVEALS,symptom,proctoscopy or sigmoidoscopy,may reveal,an inflamed rectal mucosa,proctoscopy or sigmoidoscopy may reveal an inflamed rectal mucosa,DIAGNOSIS/DETECTION
844,187,16,symptom,SUGGESTS,condition,Small discrete ulcers and vesicles,suggest,herpes infection,Small discrete ulcers and vesicles suggest herpes infection,DIAGNOSIS/DETECTION
845,187,16,procedure,SHOULD BE TESTED FOR,"pathogen, condition",Rectal swabs,should be tested for,"Neisseria gonorrhoeae and Chlamydia species, enteric pathogens, and viral pathogens","Rectal swabs should be tested for Neisseria gonorrhoeae and Chlamydia species, enteric pathogens, and viral pathogens",RECOMMENDATION
846,188,16,"test, diagnostic procedure",IMPLIES,"condition, disease",Serologic tests for syphilis,are done to diagnose,syphilis,Serologic tests for syphilis are done to diagnose syphilis,IMPLIES
847,188,16,"test, diagnostic procedure",IMPLIES,"condition, disease",stool tests for C. difficile toxin,are done to diagnose,C. difficile infection,stool tests for C. difficile toxin are done to diagnose C. difficile infection,IMPLIES
848,188,16,"procedure, diagnostic procedure",IMPLIES,"condition, disease",mucosal biopsy,may be needed to diagnose,certain conditions,mucosal biopsy may be needed to diagnose certain conditions,IMPLIES
849,188,16,"procedure, diagnostic procedure",IMPLIES,"condition, disease",Colonoscopy,may be valuable to rule out,inflammatory bowel disease,Colonoscopy may be valuable to rule out inflammatory bowel disease,IMPLIES
850,189,16,condition,CAUSES,treatment,Infective proctitis,can be treated with,antibiotics,Infective proctitis can be treated with antibiotics,CAUSES
851,189,16,"risk factor, behavior",IMPLIES,condition,Patients who engage in anal-receptive intercourse,who have,nonspecific proctitis,Patients who engage in anal-receptive intercourse who have nonspecific proctitis,IMPLIES
852,189,16,condition,CAUSES,treatment,nonspecific proctitis,may be treated empirically with,ceftriaxone and doxycycline,nonspecific proctitis may be treated empirically with ceftriaxone and doxycycline,CAUSES
853,189,16,condition,CAUSES,treatment,Antibiotic-associated proctitis due to C. difficile,is treated with,vancomycin or fidaxomicin,Antibiotic-associated proctitis due to C. difficile is treated with vancomycin or fidaxomicin,CAUSES
854,190,16,"condition, symptom",CAUSES,treatment,Radiation proctitis that is bleeding,is usually treated with,a topical drug,Radiation proctitis that is bleeding is usually treated with a topical drug,CAUSES
855,190,16,treatment,OR,treatment,Topical treatments,include,corticosteroids or sucralfate retention enemas,Topical treatments include corticosteroids or sucralfate retention enemas,OR
856,190,16,"condition, symptom",IMPLIES,treatment,Patients unresponsive to these forms of therapy,may benefit from,"topical application of formalin, or from hyperbaric oxygen therapy","Patients unresponsive to these forms of therapy may benefit from topical application of formalin, or from hyperbaric oxygen therapy",IMPLIES
857,191,16,treatment,IMPLIES,symptom,Argon plasma coagulation,seems effective in reducing,symptoms,Argon plasma coagulation seems effective in reducing symptoms,IMPLIES
858,192,16,condition,CAUSES,condition,chronic radiation proctitis,treatment guidelines for,condition management,chronic radiation proctitis treatment guidelines for condition management,CAUSES
859,193,17,"condition, risk factor",CAUSES,"condition, symptom",Familial adenomatous polyposis,causing,numerous colonic polyps,Familial adenomatous polyposis causing numerous colonic polyps,CAUSES
860,193,17,condition,CAUSES,condition,numerous colonic polyps,frequently results in,colon carcinoma,numerous colonic polyps frequently results in colon carcinoma,CAUSES
861,193,17,condition,THRESHOLD,age,colon carcinoma,often by,age 40,colon carcinoma often by age 40,THRESHOLD
862,193,17,condition,NEGATES,symptom,Patients with familial adenomatous polyposis,are usually,asymptomatic,Patients with familial adenomatous polyposis are usually asymptomatic,NEGATES
863,193,17,condition,CAUSES,symptom,Familial adenomatous polyposis,may have,heme-positive stool,Familial adenomatous polyposis may have heme-positive stool,CAUSES
864,193,17,condition,IMPLIES,diagnostic procedure,Familial adenomatous polyposis,Diagnosis is by,endoscopy and genetic testing,Familial adenomatous polyposis Diagnosis is by endoscopy and genetic testing,IMPLIES
865,193,17,condition,TREATMENT,treatment,Familial adenomatous polyposis,Treatment is,colectomy,Familial adenomatous polyposis Treatment is colectomy,TREATMENT
866,194,17,"condition, genetic disorder",CAUSES,"symptom, condition",Familial adenomatous polyposis,is a disease in which,≥ 100 adenomatous polyps carpet the colon and rectum,Familial adenomatous polyposis is a disease in which ≥ 100 adenomatous polyps carpet the colon and rectum,CAUSES
867,195,17,condition,IMPLIES,risk factor,The disorder,occurs in,"1 in 8,000 to 14,000 people","The disorder occurs in 1 in 8,000 to 14,000 people",IMPLIES
868,195,17,condition,CAUSES,symptom,The disorder,results in,Polyps,The disorder results in Polyps,CAUSES
869,195,17,symptom,THRESHOLD,age,Polyps,are present in 50% of patients by,age 15 years,Polyps are present in 50% of patients by age 15 years,THRESHOLD
870,195,17,symptom,THRESHOLD,age,Polyps,are present in 95% of patients by,age 35 years,Polyps are present in 95% of patients by age 35 years,THRESHOLD
871,195,17,condition,CAUSES,condition,The disorder,leads to,Cancer,The disorder leads to Cancer,CAUSES
872,195,17,condition,THRESHOLD,age,Cancer,develops before,age 40,Cancer develops before age 40,THRESHOLD
873,195,17,condition,NEGATES,treatment,Cancer,develops in nearly all,untreated patients,Cancer develops in nearly all untreated patients,NEGATES
874,196,17,condition,IMPLIES,condition,extracolonic manifestations,can include,"desmoid tumors, osteomas of the skull or mandible, sebaceous cysts, and adenomas in other parts of the gastrointestinal tract","extracolonic manifestations can include desmoid tumors, osteomas of the skull or mandible, sebaceous cysts, and adenomas in other parts of the gastrointestinal tract",IMPLIES
875,196,17,condition,IMPLIES,risk factor,extracolonic manifestations,are associated with,"increased risk of cancer in the duodenum, pancreas, thyroid, brain, and liver","extracolonic manifestations are associated with increased risk of cancer in the duodenum, pancreas, thyroid, brain, and liver",IMPLIES
876,196,17,risk factor,THRESHOLD,condition,increased risk of cancer in the duodenum,5 to 11%,cancer in the duodenum,increased risk of cancer in the duodenum 5 to 11% cancer in the duodenum,THRESHOLD
877,196,17,risk factor,THRESHOLD,condition,increased risk of cancer in the pancreas,2%,cancer in the pancreas,increased risk of cancer in the pancreas 2% cancer in the pancreas,THRESHOLD
878,196,17,risk factor,THRESHOLD,condition,increased risk of cancer in the thyroid,2%,cancer in the thyroid,increased risk of cancer in the thyroid 2% cancer in the thyroid,THRESHOLD
879,196,17,risk factor,THRESHOLD,condition,increased risk of cancer in the brain,medulloblastoma in < 1%,cancer in the brain,increased risk of cancer in the brain medulloblastoma in < 1% cancer in the brain,THRESHOLD
880,196,17,risk factor,THRESHOLD,condition,increased risk of cancer in the liver,hepatoblastoma in 0.7% of children < 5 years,cancer in the liver,increased risk of cancer in the liver hepatoblastoma in 0.7% of children < 5 years cancer in the liver,THRESHOLD
881,197,17,"condition, symptom",OR,"condition, symptom",asymptomatic,but,rectal bleeding,asymptomatic but rectal bleeding,OR
882,198,17,condition,IMPLIES,symptom,familial adenomatous polyposis,is made by finding,> 100 polyps on colonoscopy,familial adenomatous polyposis is made by finding > 100 polyps on colonoscopy,IMPLIES
883,198,17,condition,CAUSES,condition,familial adenomatous polyposis,can lead to,more proximal cancer,familial adenomatous polyposis can lead to more proximal cancer,CAUSES
884,198,17,condition,IMPLIES,treatment,more proximal cancer,would require,evaluation for metastases before treatment,more proximal cancer would require evaluation for metastases before treatment,IMPLIES
885,198,17,condition,IMPLIES,procedure,diagnosed patients,should have,genetic testing to identify the specific mutation,diagnosed patients should have genetic testing to identify the specific mutation,IMPLIES
886,198,17,condition,IMPLIES,procedure,familial adenomatous polyposis,should be sought in,first-degree relatives,familial adenomatous polyposis should be sought in first-degree relatives,IMPLIES
887,198,17,condition,IMPLIES,procedure,familial adenomatous polyposis,"if genetic testing is unavailable, relatives should be screened with",annual sigmoidoscopy beginning at age 12,"familial adenomatous polyposis if genetic testing is unavailable, relatives should be screened with annual sigmoidoscopy beginning at age 12",IMPLIES
888,198,17,condition,THRESHOLD,procedure,no polyps evident by age 50,screening frequency is then the same as for,average-risk patients,no polyps evident by age 50 screening frequency is then the same as for average-risk patients,THRESHOLD
889,198,17,condition,IMPLIES,procedure,children of parents with familial adenomatous polyposis,may be screened for,hepatoblastoma from birth to age 5 years with annual serum alpha-fetoprotein levels and possibly liver ultrasound,children of parents with familial adenomatous polyposis may be screened for hepatoblastoma from birth to age 5 years with annual serum alpha-fetoprotein levels and possibly liver ultrasound,IMPLIES
890,199,17,"treatment, procedure",IMPLIES,"condition, risk factor",Total proctocolectomy,eliminates the risk of,colon and rectal cancer,Total proctocolectomy eliminates the risk of colon and rectal cancer,IMPLIES
891,199,17,"treatment, procedure",AND,"treatment, procedure",ileal pouch-anal anastomosis (IPAA),and,permanent ileostomy,ileal pouch-anal anastomosis (IPAA) and permanent ileostomy,AND
892,199,17,"treatment, procedure",IMPLIES,action,subtotal colectomy with ileorectal anastomosis,requires,frequent inspection of the rectal remnant,subtotal colectomy with ileorectal anastomosis requires frequent inspection of the rectal remnant,IMPLIES
893,199,17,"condition, symptom",CAUSES,"treatment, procedure",new polyps appearing too rapidly or prolifically,requires,excision of the rectum,new polyps appearing too rapidly or prolifically requires excision of the rectum,CAUSES
894,199,17,"treatment, medication",NEGATES,"condition, risk factor",NSAIDs,may inhibit,new polyp formation,NSAIDs may inhibit new polyp formation,NEGATES
895,200,17,"treatment, procedure",IMPLIES,"procedure, monitoring",colectomy,implies,upper endoscopic surveillance at periodic intervals,colectomy implies upper endoscopic surveillance at periodic intervals,IMPLIES
896,200,17,"guideline, recommendation",CAUSES,"procedure, monitoring",American College of Gastroenterology's 2015 guidelines,recommend,upper endoscopy including duodenoscopy starting at age 25 to 30 years,American College of Gastroenterology's 2015 guidelines recommend upper endoscopy including duodenoscopy starting at age 25 to 30 years,CAUSES
897,200,17,"condition, risk factor",THRESHOLD,"procedure, monitoring",stage of duodenal polyposis,determines,surveillance every 6 months to 4 years,stage of duodenal polyposis determines surveillance every 6 months to 4 years,THRESHOLD
898,200,17,"classification, assessment tool",CAUSES,"procedure, monitoring",Spigelman classification,provides,recommended surveillance interval,Spigelman classification provides recommended surveillance interval,CAUSES
899,200,17,"recommendation, guideline",CAUSES,"procedure, monitoring",Annual screening of the thyroid with ultrasound,is recommended,thyroid ultrasound,Annual screening of the thyroid with ultrasound is recommended thyroid ultrasound,CAUSES
900,201,17,"condition, risk factor",CAUSES,condition,familial adenomatous polyposis,reveals high cumulative risk of,advanced duodenal adenomas,familial adenomatous polyposis reveals high cumulative risk of advanced duodenal adenomas,CAUSES
901,203,18,"condition, risk factor",THRESHOLD,"treatment, screening",average-risk patients,should begin screening for colorectal cancer at age 45 years,screening for colorectal cancer,average-risk patients should begin screening for colorectal cancer at age 45 years screening for colorectal cancer,THRESHOLD
902,203,18,"condition, risk factor",THRESHOLD,"treatment, screening",average-risk patients,should continue screening for colorectal cancer until age 75 years,screening for colorectal cancer,average-risk patients should continue screening for colorectal cancer until age 75 years screening for colorectal cancer,THRESHOLD
903,203,18,"condition, age group",IMPLIES,"treatment, screening",adults aged 76 to 85,the decision whether to screen for CRC should be individualized,screening for colorectal cancer,adults aged 76 to 85 the decision whether to screen for CRC should be individualized screening for colorectal cancer,IMPLIES
904,203,18,"condition, age group",AND,"risk factor, history",adults aged 76 to 85,taking into consideration,patient's overall health and prior screening history,adults aged 76 to 85 taking into consideration patient's overall health and prior screening history,AND
905,204,18,condition,IMPLIES,"treatment, screening",CRC,screening options include,"colonoscopy every 10 years, fecal occult blood test annually (fecal immunochemical tests [FIT] preferred), flexible sigmoidoscopy every 5 years (every 10 years if combined with FIT), CT colonography every 5 years, and fecal DNA testing combined with FIT, at least every 3 years","CRC screening options include colonoscopy every 10 years, fecal occult blood test annually (fecal immunochemical tests [FIT] preferred), flexible sigmoidoscopy every 5 years (every 10 years if combined with FIT), CT colonography every 5 years, and fecal DNA testing combined with FIT, at least every 3 years",IMPLIES
906,205,18,"treatment, screening",OR,"treatment, screening",colonoscopy every 10 years,or,annual FIT,colonoscopy every 10 years or annual FIT,OR
907,206,18,"condition, risk factor",IMPLIES,"treatment, screening",family history of a first-degree relative with CRC diagnosed prior to age 60,should undergo,"colonoscopy every 5 years, beginning at age 40 years, or 10 years before the age the relative was diagnosed","family history of a first-degree relative with CRC diagnosed prior to age 60 should undergo colonoscopy every 5 years, beginning at age 40 years, or 10 years before the age the relative was diagnosed",IMPLIES
908,206,18,condition,CAUSES,"treatment, screening","high-risk conditions (eg, ulcerative colitis)",screening is discussed under,the specific condition,"high-risk conditions (eg, ulcerative colitis) screening is discussed under the specific condition",CAUSES
909,206,18,"treatment, screening",NEGATES,"treatment, screening",colonoscopy,alternative CRC screening tests are available for patients who decline,colonoscopy,colonoscopy alternative CRC screening tests are available for patients who decline colonoscopy,NEGATES
910,206,18,economic issue,CAUSES,"treatment, screening",economic issues preclude screening with colonoscopy,alternative CRC screening tests are available for patients for whom,colonoscopy,economic issues preclude screening with colonoscopy alternative CRC screening tests are available for patients for whom colonoscopy,CAUSES
911,206,18,"treatment, screening",NEGATES,"treatment, screening",repeated testing with FIT,problematic for patients for whom,alternative CRC screening tests are available,repeated testing with FIT problematic for patients for whom alternative CRC screening tests are available,NEGATES
912,207,18,"treatment, diagnostic test",IMPLIES,"condition, symptom",positive fecal immunochemical test (FIT) for blood,can result from,"nonmalignant disorders (eg, ulcers, diverticulosis)","positive fecal immunochemical test (FIT) for blood can result from nonmalignant disorders (eg, ulcers, diverticulosis)",IMPLIES
913,207,18,"treatment, diagnostic test",NEGATES,condition,negative fecal immunochemical test (FIT) for blood,does not rule out,cancer,negative fecal immunochemical test (FIT) for blood does not rule out cancer,NEGATES
914,207,18,"treatment, diagnostic test",AND,risk factor,guaiac-based stool tests,can be affected by,dietary substances,guaiac-based stool tests can be affected by dietary substances,AND
915,207,18,"treatment, diagnostic test",OR,"treatment, diagnostic test",newer high-sensitivity guaiac fecal occult blood tests,may be an acceptable alternative to,fecal immunochemical tests (FIT),newer high-sensitivity guaiac fecal occult blood tests may be an acceptable alternative to fecal immunochemical tests (FIT),OR
916,208,18,"condition, risk factor",CAUSES,symptom,colonic tumor,sheds,DNA mutations and methylation markers,colonic tumor sheds DNA mutations and methylation markers,CAUSES
917,208,18,"treatment, test",AND,"treatment, test",Fecal DNA testing,is combined with,FIT,Fecal DNA testing is combined with FIT,AND
918,208,18,"treatment, test",IMPLIES,condition,positive fecal DNA-FIT test,implies,follow-up colonoscopy within 6 months,positive fecal DNA-FIT test implies follow-up colonoscopy within 6 months,IMPLIES
919,208,18,condition,NEGATES,condition,normal colonoscopy,negates,advanced colon cancer,normal colonoscopy negates advanced colon cancer,NEGATES
920,208,18,condition,OR,"treatment, test",positive fecal DNA-FIT test result,can lead to,repeat fecal DNA-FIT test in 1 year or a repeat colonoscopy in 3 years,positive fecal DNA-FIT test result can lead to repeat fecal DNA-FIT test in 1 year or a repeat colonoscopy in 3 years,OR
921,208,18,"treatment, test",IMPLIES,condition,negative repeat tests,implies,return to average-risk colon cancer screening schedule,negative repeat tests implies return to average-risk colon cancer screening schedule,IMPLIES
922,209,18,"treatment, diagnostic procedure",IMPLIES,"condition, risk factor",CT colonography,is a screening test for,people who are unable or unwilling to undergo endoscopic colonoscopy,CT colonography is a screening test for people who are unable or unwilling to undergo endoscopic colonoscopy,IMPLIES
923,209,18,"treatment, diagnostic procedure",CAUSES,symptom,CT colonography,may cause,discomfort due to gas distention,CT colonography may cause discomfort due to gas distention,CAUSES
924,209,18,"treatment, diagnostic procedure",NEGATES,treatment,CT colonography,does not allow,biopsy of lesions during the diagnostic procedure,CT colonography does not allow biopsy of lesions during the diagnostic procedure,NEGATES
925,209,18,"treatment, diagnostic procedure",AND,requirement,CT colonography,requires,thorough bowel preparation,CT colonography requires thorough bowel preparation,AND
926,209,18,"treatment, diagnostic procedure",NEGATES,requirement,CT colonography,does not require,sedation,CT colonography does not require sedation,NEGATES
927,210,18,"treatment, procedure",AND,"condition, procedure",Video capsule endoscopy of the colon,has many technical problems and is not preferred,acceptable alternative screening test,Video capsule endoscopy of the colon has many technical problems and is not preferred acceptable alternative screening test,AND
928,211,18,"treatment, diagnostic test",NEGATES,recommendation,"Blood-based tests (eg, Septin 9 assay)",are not recommended in,the American College of Gastroenterology guidelines,"Blood-based tests (eg, Septin 9 assay) are not recommended in the American College of Gastroenterology guidelines",NEGATES
929,212,18,condition,IMPLIES,"treatment, risk factor",Colorectal Cancer,Screening Guidelines,American College of Gastroenterology (ACG) and the U.S. Preventive Services Task Force (USPSTF),Colorectal Cancer Screening Guidelines American College of Gastroenterology (ACG) and the U.S. Preventive Services Task Force (USPSTF),IMPLIES
930,214,19,"condition, genetic disorder",CAUSES,"symptom, condition",Peutz-Jeghers syndrome,causes,"multiple hamartomatous polyps in the stomach, small bowel, and colon","Peutz-Jeghers syndrome causes multiple hamartomatous polyps in the stomach, small bowel, and colon",CAUSES
